Year,Month,State,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Bus,Bus,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Bus,Institution Bus,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,2-Wheelers,2W_Personal,1
2014,1,Andhra Pradesh,4-Wheelers,4W_Shared,0
2014,1,Andhra Pradesh,4-Wheelers,4W_Personal,0
2014,1,Andhra Pradesh,Bus,Bus,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,3-Wheelers,3W_Shared,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Andhra Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Bus,Bus,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,2-Wheelers,2W_Personal,0
2014,1,Arunachal Pradesh,2-Wheelers,2W_Personal,0
2014,1,Arunachal Pradesh,4-Wheelers,4W_Shared,0
2014,1,Arunachal Pradesh,4-Wheelers,4W_Personal,0
2014,1,Arunachal Pradesh,3-Wheelers,3W_Shared,0
2014,1,Arunachal Pradesh,3-Wheelers,3W_Personal,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Arunachal Pradesh,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Bus,Bus,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Assam,2-Wheelers,2W_Personal,0
2014,1,Assam,2-Wheelers,2W_Personal,0
2014,1,Assam,4-Wheelers,4W_Shared,0
2014,1,Assam,4-Wheelers,4W_Personal,0
2014,1,Assam,3-Wheelers,3W_Goods,0
2014,1,Assam,3-Wheelers,3W_Shared,0
2014,1,Assam,3-Wheelers,3W_Personal,0
2014,1,Assam,Others,Others,0
2014,1,Assam,Others,Others,0
2014,1,Andaman & Nicobar Island,Bus,Bus,0
2014,1,Andaman & Nicobar Island,Others,Others,0
2014,1,Andaman & Nicobar Island,Others,Others,0
2014,1,Andaman & Nicobar Island,2-Wheelers,2W_Personal,0
2014,1,Andaman & Nicobar Island,2-Wheelers,2W_Personal,0
2014,1,Andaman & Nicobar Island,4-Wheelers,4W_Shared,0
2014,1,Andaman & Nicobar Island,4-Wheelers,4W_Personal,0
2014,1,Andaman & Nicobar Island,2-Wheelers,2W_Shared,0
2014,1,Andaman & Nicobar Island,3-Wheelers,3W_Shared,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,Bus,Bus,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,2-Wheelers,2W_Personal,0
2014,1,Bihar,2-Wheelers,2W_Personal,0
2014,1,Bihar,2-Wheelers,2W_Personal,0
2014,1,Bihar,4-Wheelers,4W_Shared,0
2014,1,Bihar,4-Wheelers,4W_Personal,0
2014,1,Bihar,2-Wheelers,2W_Shared,0
2014,1,Bihar,3-Wheelers,3W_Goods,0
2014,1,Bihar,3-Wheelers,3W_Shared,0
2014,1,Bihar,Others,Others,0
2014,1,Bihar,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Bus,Bus,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Bus,Institution Bus,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,2-Wheelers,2W_Personal,10
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,2-Wheelers,2W_Personal,0
2014,1,Chhattisgarh,4-Wheelers,4W_Shared,0
2014,1,Chhattisgarh,4-Wheelers,4W_Personal,0
2014,1,Chhattisgarh,Bus,Bus,0
2014,1,Chhattisgarh,Bus,Bus,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,3-Wheelers,3W_Goods,0
2014,1,Chhattisgarh,3-Wheelers,3W_Shared,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chhattisgarh,Others,Others,0
2014,1,Chandigarh,Others,Others,0
2014,1,Chandigarh,Others,Others,0
2014,1,Chandigarh,Bus,Bus,0
2014,1,Chandigarh,Others,Others,0
2014,1,Chandigarh,Bus,Institution Bus,0
2014,1,Chandigarh,Others,Others,0
2014,1,Chandigarh,2-Wheelers,2W_Personal,0
2014,1,Chandigarh,2-Wheelers,2W_Personal,0
2014,1,Chandigarh,4-Wheelers,4W_Shared,0
2014,1,Chandigarh,4-Wheelers,4W_Personal,0
2014,1,Chandigarh,3-Wheelers,3W_Goods,0
2014,1,Chandigarh,3-Wheelers,3W_Shared,0
2014,1,Chandigarh,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,Others,Others,0
2014,1,DNH and DD,2-Wheelers,2W_Personal,0
2014,1,DNH and DD,2-Wheelers,2W_Personal,0
2014,1,DNH and DD,4-Wheelers,4W_Personal,0
2014,1,DNH and DD,Bus,Bus,0
2014,1,DNH and DD,3-Wheelers,3W_Shared,0
2014,1,DNH and DD,Others,Others,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,Bus,Bus,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,4-Wheelers,4W_Shared,0
2014,1,Delhi,Others,Others,0
2014,1,Delhi,2-Wheelers,2W_Personal,2
2014,1,Delhi,2-Wheelers,2W_Personal,0
2014,1,Delhi,2-Wheelers,2W_Personal,0
2014,1,Delhi,4-Wheelers,4W_Shared,0
2014,1,Delhi,4-Wheelers,4W_Personal,5
2014,1,Delhi,Others,Others,0
2014,1,Delhi,3-Wheelers,3W_Goods,0
2014,1,Delhi,3-Wheelers,3W_Shared,0
2014,1,Delhi,3-Wheelers,3W_Personal,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Bus,Bus,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Others,Others,0
2014,1,Goa,Others,Others,0
2014,1,Goa,2-Wheelers,2W_Personal,0
2014,1,Goa,2-Wheelers,2W_Personal,0
2014,1,Goa,4-Wheelers,4W_Shared,0
2014,1,Goa,4-Wheelers,4W_Personal,1
2014,1,Goa,Others,Others,0
2014,1,Goa,2-Wheelers,2W_Shared,0
2014,1,Goa,3-Wheelers,3W_Goods,0
2014,1,Goa,3-Wheelers,3W_Shared,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,1
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Bus,Bus,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,1
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,2-Wheelers,2W_Personal,14
2014,1,Gujarat,2-Wheelers,2W_Personal,0
2014,1,Gujarat,4-Wheelers,4W_Shared,0
2014,1,Gujarat,4-Wheelers,4W_Personal,0
2014,1,Gujarat,2-Wheelers,2W_Shared,0
2014,1,Gujarat,Bus,Bus,0
2014,1,Gujarat,3-Wheelers,3W_Goods,0
2014,1,Gujarat,3-Wheelers,3W_Shared,0
2014,1,Gujarat,3-Wheelers,3W_Personal,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Gujarat,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Bus,Bus,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Bus,Institution Bus,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,2-Wheelers,2W_Personal,0
2014,1,Himachal Pradesh,2-Wheelers,2W_Personal,0
2014,1,Himachal Pradesh,4-Wheelers,4W_Shared,0
2014,1,Himachal Pradesh,4-Wheelers,4W_Personal,1
2014,1,Himachal Pradesh,Bus,Bus,0
2014,1,Himachal Pradesh,Bus,Bus,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Himachal Pradesh,3-Wheelers,3W_Goods,0
2014,1,Himachal Pradesh,3-Wheelers,3W_Shared,0
2014,1,Himachal Pradesh,Others,Others,0
2014,1,Haryana,Others,Others,1
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Bus,Bus,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Bus,Institution Bus,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,2-Wheelers,2W_Personal,0
2014,1,Haryana,2-Wheelers,2W_Personal,0
2014,1,Haryana,4-Wheelers,4W_Shared,0
2014,1,Haryana,4-Wheelers,4W_Personal,1
2014,1,Haryana,Bus,Bus,0
2014,1,Haryana,Others,Others,0
2014,1,Haryana,3-Wheelers,3W_Goods,0
2014,1,Haryana,3-Wheelers,3W_Shared,0
2014,1,Haryana,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Bus,Bus,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,2-Wheelers,2W_Personal,0
2014,1,Jharkhand,2-Wheelers,2W_Personal,0
2014,1,Jharkhand,4-Wheelers,4W_Shared,0
2014,1,Jharkhand,4-Wheelers,4W_Personal,0
2014,1,Jharkhand,Bus,Bus,0
2014,1,Jharkhand,3-Wheelers,3W_Goods,0
2014,1,Jharkhand,3-Wheelers,3W_Shared,1
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Jharkhand,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Bus,Bus,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Bus,Institution Bus,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,2-Wheelers,2W_Personal,18
2014,1,Karnataka,2-Wheelers,2W_Personal,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,2-Wheelers,2W_Personal,6
2014,1,Karnataka,4-Wheelers,4W_Shared,1
2014,1,Karnataka,4-Wheelers,4W_Personal,19
2014,1,Karnataka,2-Wheelers,2W_Shared,0
2014,1,Karnataka,2-Wheelers,2W_Personal,0
2014,1,Karnataka,Bus,Bus,0
2014,1,Karnataka,Bus,Bus,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,3-Wheelers,3W_Goods,0
2014,1,Karnataka,3-Wheelers,3W_Shared,0
2014,1,Karnataka,3-Wheelers,3W_Personal,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Karnataka,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Bus,Bus,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Bus,Institution Bus,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,2-Wheelers,2W_Personal,3
2014,1,Kerala,4-Wheelers,4W_Shared,0
2014,1,Kerala,4-Wheelers,4W_Personal,1
2014,1,Kerala,Bus,Bus,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,3-Wheelers,3W_Goods,0
2014,1,Kerala,3-Wheelers,3W_Shared,0
2014,1,Kerala,3-Wheelers,3W_Personal,0
2014,1,Kerala,Others,Others,0
2014,1,Kerala,Others,Others,0
2014,1,Ladakh,Others,Others,0
2014,1,Ladakh,4-Wheelers,4W_Shared,0
2014,1,Ladakh,4-Wheelers,4W_Personal,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Bus,Bus,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,3-Wheelers,3W_Shared_LowSpeed,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,2-Wheelers,2W_Personal,78
2014,1,Maharashtra,2-Wheelers,2W_Personal,0
2014,1,Maharashtra,2-Wheelers,2W_Personal,4
2014,1,Maharashtra,4-Wheelers,4W_Shared,0
2014,1,Maharashtra,4-Wheelers,4W_Personal,3
2014,1,Maharashtra,2-Wheelers,2W_Personal,0
2014,1,Maharashtra,Bus,Bus,0
2014,1,Maharashtra,Bus,Bus,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,3-Wheelers,3W_Goods,0
2014,1,Maharashtra,3-Wheelers,3W_Shared,0
2014,1,Maharashtra,3-Wheelers,3W_Personal,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Maharashtra,Others,Others,0
2014,1,Meghalaya,Others,Others,0
2014,1,Meghalaya,Bus,Bus,0
2014,1,Meghalaya,Others,Others,0
2014,1,Meghalaya,Others,Others,0
2014,1,Meghalaya,Others,Others,0
2014,1,Meghalaya,2-Wheelers,2W_Personal,0
2014,1,Meghalaya,2-Wheelers,2W_Personal,0
2014,1,Meghalaya,4-Wheelers,4W_Shared,0
2014,1,Meghalaya,4-Wheelers,4W_Personal,0
2014,1,Meghalaya,3-Wheelers,3W_Goods,0
2014,1,Meghalaya,3-Wheelers,3W_Shared,0
2014,1,Meghalaya,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Bus,Bus,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Bus,Institution Bus,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,2-Wheelers,2W_Personal,4
2014,1,Madhya Pradesh,2-Wheelers,2W_Personal,0
2014,1,Madhya Pradesh,4-Wheelers,4W_Shared,0
2014,1,Madhya Pradesh,4-Wheelers,4W_Personal,0
2014,1,Madhya Pradesh,Bus,Bus,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,3-Wheelers,3W_Goods,0
2014,1,Madhya Pradesh,3-Wheelers,3W_Shared,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Madhya Pradesh,Others,Others,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,Bus,Bus,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,4-Wheelers,4W_Shared,0
2014,1,Mizoram,Others,Others,0
2014,1,Mizoram,2-Wheelers,2W_Personal,0
2014,1,Mizoram,2-Wheelers,2W_Personal,0
2014,1,Mizoram,4-Wheelers,4W_Shared,0
2014,1,Mizoram,4-Wheelers,4W_Personal,0
2014,1,Mizoram,3-Wheelers,3W_Shared,0
2014,1,Mizoram,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Bus,Bus,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,Others,Others,0
2014,1,Nagaland,2-Wheelers,2W_Personal,0
2014,1,Nagaland,2-Wheelers,2W_Personal,0
2014,1,Nagaland,4-Wheelers,4W_Shared,0
2014,1,Nagaland,4-Wheelers,4W_Personal,0
2014,1,Nagaland,3-Wheelers,3W_Shared,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Bus,Bus,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Bus,Institution Bus,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,1
2014,1,Odisha,Others,Others,0
2014,1,Odisha,4-Wheelers,4W_Shared,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,2-Wheelers,2W_Personal,2
2014,1,Odisha,2-Wheelers,2W_Personal,0
2014,1,Odisha,2-Wheelers,2W_Personal,3
2014,1,Odisha,4-Wheelers,4W_Shared,0
2014,1,Odisha,4-Wheelers,4W_Personal,0
2014,1,Odisha,Bus,Bus,0
2014,1,Odisha,Bus,Bus,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,3-Wheelers,3W_Goods,0
2014,1,Odisha,3-Wheelers,3W_Shared,1
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Odisha,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,1
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Bus,Bus,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Bus,Institution Bus,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,2-Wheelers,2W_Personal,1
2014,1,Punjab,2-Wheelers,2W_Personal,4
2014,1,Punjab,4-Wheelers,4W_Shared,0
2014,1,Punjab,4-Wheelers,4W_Personal,0
2014,1,Punjab,Bus,Bus,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,3-Wheelers,3W_Goods,0
2014,1,Punjab,3-Wheelers,3W_Shared,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Punjab,Others,Others,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,Bus,Institution Bus,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,Others,Others,0
2014,1,Puducherry,2-Wheelers,2W_Personal,2
2014,1,Puducherry,2-Wheelers,2W_Personal,0
2014,1,Puducherry,2-Wheelers,2W_Personal,0
2014,1,Puducherry,4-Wheelers,4W_Shared,0
2014,1,Puducherry,4-Wheelers,4W_Personal,0
2014,1,Puducherry,Bus,Bus,0
2014,1,Puducherry,3-Wheelers,3W_Shared,0
2014,1,Puducherry,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Bus,Bus,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Bus,Institution Bus,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,2-Wheelers,2W_Personal,4
2014,1,Rajasthan,2-Wheelers,2W_Personal,0
2014,1,Rajasthan,2-Wheelers,2W_Personal,0
2014,1,Rajasthan,4-Wheelers,4W_Shared,0
2014,1,Rajasthan,4-Wheelers,4W_Personal,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,2-Wheelers,2W_Shared,0
2014,1,Rajasthan,2-Wheelers,2W_Personal,0
2014,1,Rajasthan,Bus,Bus,0
2014,1,Rajasthan,Bus,Bus,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,3-Wheelers,3W_Goods,0
2014,1,Rajasthan,3-Wheelers,3W_Shared,0
2014,1,Rajasthan,3-Wheelers,3W_Personal,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Rajasthan,Others,Others,0
2014,1,Sikkim,Bus,Bus,0
2014,1,Sikkim,Others,Others,0
2014,1,Sikkim,Others,Others,0
2014,1,Sikkim,4-Wheelers,4W_Shared,0
2014,1,Sikkim,Others,Others,0
2014,1,Sikkim,2-Wheelers,2W_Personal,0
2014,1,Sikkim,4-Wheelers,4W_Shared,0
2014,1,Sikkim,4-Wheelers,4W_Personal,0
2014,1,Sikkim,2-Wheelers,2W_Personal,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,4
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Bus,Bus,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,5
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Bus,Institution Bus,0
2014,1,Tamil Nadu,3-Wheelers,3W_Shared_LowSpeed,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,2
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,2-Wheelers,2W_Personal,7
2014,1,Tamil Nadu,2-Wheelers,2W_Personal,0
2014,1,Tamil Nadu,2-Wheelers,2W_Personal,2
2014,1,Tamil Nadu,4-Wheelers,4W_Shared,0
2014,1,Tamil Nadu,4-Wheelers,4W_Personal,1
2014,1,Tamil Nadu,2-Wheelers,2W_Personal,0
2014,1,Tamil Nadu,Bus,Bus,0
2014,1,Tamil Nadu,Bus,Bus,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
2014,1,Tamil Nadu,Others,Others,0
